"yr","mod","MAT","MWMT","MCMT","MAP","MWMP","MDMP","TMAX_WT","PPT_WT","PPT_SM","AHM","SHM"
1950,"access1-0_1_rcp85",15.1920250455538,19.4741992950439,9.7165002822876,104.448233034462,455.969207763672,0.85860002040863,11.5674916108449,275.103006998698,28.633091673255,241.191490881822,680.129114846301
1950,"bcc-csm1-1-m_1_rcp85",15.1331167419751,19.9437007904053,10.0715999603271,100.539850609843,380.786285400391,0.0094999996945262,13.2426416873932,176.902578353882,3.55945828557014,249.981640011654,5603.0157373261
1950,"bcc-csm1-1_1_rcp85",13.9508854349454,19.5930004119873,8.44069957733154,104.919745647659,329.585693359375,0.682299971580505,10.6898916562398,194.323438644409,19.8545998086532,228.27815000026,986.824242282039
1950,"canesm2_1_rcp85",15.5982666611671,20.8987007141113,11.9881000518799,85.8093878763417,490.023010253906,0.744000017642975,13.5786916414897,221.649592081706,8.95440003772577,298.315455857304,2333.90295564896
1950,"ccsm4_1_rcp85",14.6953458388646,19.0482997894287,9.47579956054688,64.8941751097639,225.117492675781,0.345200002193451,11.2916833559672,143.357850392659,4.249066700538,380.547958227286,4482.93734410356
1950,"cesm1-bgc_1_rcp85",14.3862271308899,19.4342002868652,9.99479961395264,139.93950064977,510.617309570312,9.89799976348877,11.4659083684285,332.104159037272,15.4359165827433,174.262642196515,1259.02470272428
1950,"cesm1-cam5_1_rcp85",14.5508708755175,18.9274005889893,10.1712999343872,112.518814206123,370.170593261719,4.56279993057251,13.2339250246684,207.008307774862,18.2118083635966,218.193473231443,1039.29276055985
1950,"cmcc-cm_1_rcp85",15.0399729808172,20.7140007019043,9.47480010986328,123.711216524457,299.734802246094,0.0059000002220273,12.7877500057221,182.22129313151,6.49750833461681,202.406650619808,3187.99140149559
1950,"cnrm-cm5_1_rcp85",14.7271938125293,20.0032005310059,10.7797002792358,166.427937030792,493.975494384766,6.27150011062622,12.555050055186,310.0147412618,11.4997499783834,148.575979812537,1739.44655915188
1950,"csiro-mk3-6-0_1_rcp85",14.8396333456039,19.1502990722656,9.1939001083374,124.695318493526,478.176513671875,0.0718000009655952,11.5514584382375,317.227474212647,1.46228334618112,199.202613584034,13096.1616449222
1950,"fgoals-g2_1_rcp85",15.0070126454035,20.3059997558594,9.16740036010742,157.525471785416,595.312927246094,0.207100003957748,11.7333835760752,377.860753377279,2.28732499480247,158.749009680596,8877.61896626017
1950,"fio-esm_1_rcp85",15.1126229166985,19.899299621582,9.25580024719238,100.359445569416,378.061492919922,0.890799999237061,12.5192667643229,240.134139378866,2.43015835682551,250.226800020819,8188.47856794659
1950,"gfdl-cm3_1_rcp85",14.8928834199905,21.2012996673584,8.85550022125244,93.4396505456728,450.165405273438,0,10.8918250401815,96.4467833836873,0.181333333874742,266.405998680646,116918.931640023
1950,"gfdl-esm2g_1_rcp85",14.6521521011988,19.3983001708984,10.1676998138428,94.0734706930816,337.720397949219,0.379799991846085,11.6389249165853,155.986852010091,11.1121833970149,262.052116495494,1745.67854739595
1950,"gfdl-esm2m_1_rcp85",15.7340228756269,20.003999710083,11.1597003936768,85.4240965182932,298.055511474609,0.00800000037997961,12.1385583082835,223.832710901896,5.20022504939698,301.250161540966,3846.75653843148
1950,"giss-e2-r_1_rcp85",14.5428125858307,19.5422992706299,8.8996000289917,79.5167372446352,449.744293212891,0.058899998664856,11.0280667146047,228.122007369995,4.68607493086408,308.649643286094,4170.29167457774
1950,"hadgem2-ao_1_rcp85",15.4915437698364,20.4696998596191,9.22649955749512,158.074012878855,698.482299804688,0.0157999992370605,12.6539166768392,353.140042622884,2.82087494262184,161.263343073176,7256.50738724125
1950,"hadgem2-cc_1_rcp85",15.0436854163806,19.9773006439209,8.96609973907471,92.5289005463322,390.7919921875,0.985599994659424,10.6952166557312,154.788701693217,13.4231417278449,270.65798111197,1488.27309201989
1950,"hadgem2-es_1_rcp85",14.9524020751317,18.8817005157471,9.73390007019043,73.3000545774897,276.448913574219,1.98039996623993,12.1418916384379,147.915818532308,12.9637251297633,340.414508815312,1456.50268936949
1950,"inmcm4_1_rcp85",14.4224624633789,20.4416999816895,8.93420028686523,118.8590379258,435.874908447266,0.515999972820282,10.4846750100454,317.893459320068,3.76461667815844,205.474172512023,5429.95521968762
1950,"ipsl-cm5a-mr_1_rcp85",14.3513124783834,18.9703006744385,9.15030002593994,128.589445667962,389.295989990234,0.100900001823902,11.3233250776927,259.89676729838,20.437225172917,189.372559714288,928.22291254967
1950,"ipsl-cm5b-lr_1_rcp85",14.301375011603,17.8777008056641,11.2264995574951,108.329888938616,508.253601074219,0.917200028896332,12.5236165523529,251.08459854126,17.1998747140169,224.327517084165,1039.40878075669
1950,"miroc-esm-chem_1_rcp85",14.0093916654587,18.209400177002,9.4355001449585,103.063227618734,485.041595458984,3.25279998779297,11.7487417062124,271.532234191894,7.64385829369227,232.957886340195,2382.2262890494
1950,"miroc-esm_1_rcp85",15.5295522212982,19.2126007080078,9.55319976806641,81.5487711454431,273.421997070312,0.27360001206398,12.5769249598185,130.658134460449,5.65728324651719,313.058699263119,3396.08251360504
